split,city,filename,image_width,image_height,person_10_proportion,person_11_proportion,person_12_proportion,person_13_proportion,person_14_proportion,person_15_proportion,person_16_proportion,person_17_proportion,person_18_proportion,person_19_proportion,person_1_proportion,person_20_proportion,person_21_proportion,person_22_proportion,person_23_proportion,person_24_proportion,person_25_proportion,person_26_proportion,person_27_proportion,person_28_proportion,person_29_proportion,person_2_proportion,person_30_proportion,person_31_proportion,person_32_proportion,person_33_proportion,person_34_proportion,person_35_proportion,person_36_proportion,person_37_proportion,person_38_proportion,person_39_proportion,person_3_proportion,person_40_proportion,person_41_proportion,person_42_proportion,person_43_proportion,person_44_proportion,person_45_proportion,person_46_proportion,person_47_proportion,person_48_proportion,person_49_proportion,person_4_proportion,person_50_proportion,person_51_proportion,person_52_proportion,person_53_proportion,person_54_proportion,person_55_proportion,person_56_proportion,person_57_proportion,person_58_proportion,person_59_proportion,person_5_proportion,person_60_proportion,person_61_proportion,person_62_proportion,person_63_proportion,person_64_proportion,person_65_proportion,person_66_proportion,person_67_proportion,person_68_proportion,person_69_proportion,person_6_proportion,person_70_proportion,person_71_proportion,person_72_proportion,person_73_proportion,person_74_proportion,person_75_proportion,person_76_proportion,person_77_proportion,person_78_proportion,person_79_proportion,person_7_proportion,person_80_proportion,person_81_proportion,person_82_proportion,person_83_proportion,person_84_proportion,person_85_proportion,person_86_proportion,person_87_proportion,person_88_proportion,person_89_proportion,person_8_proportion,person_90_proportion,person_91_proportion,person_92_proportion,person_93_proportion,person_94_proportion,person_95_proportion,person_9_proportion,building_10_proportion,building_11_proportion,building_12_proportion,building_13_proportion,building_14_proportion,building_15_proportion,building_16_proportion,building_17_proportion,building_18_proportion,building_19_proportion,building_1_proportion,building_20_proportion,building_2_proportion,building_3_proportion,building_4_proportion,building_5_proportion,building_6_proportion,building_7_proportion,building_8_proportion,building_9_proportion,car_10_proportion,car_11_proportion,car_12_proportion,car_13_proportion,car_14_proportion,car_15_proportion,car_16_proportion,car_17_proportion,car_18_proportion,car_19_proportion,car_1_proportion,car_20_proportion,car_21_proportion,car_22_proportion,car_23_proportion,car_24_proportion,car_25_proportion,car_26_proportion,car_27_proportion,car_28_proportion,car_29_proportion,car_2_proportion,car_30_proportion,car_31_proportion,car_32_proportion,car_33_proportion,car_34_proportion,car_35_proportion,car_36_proportion,car_37_proportion,car_38_proportion,car_39_proportion,car_3_proportion,car_40_proportion,car_41_proportion,car_42_proportion,car_43_proportion,car_44_proportion,car_45_proportion,car_46_proportion,car_47_proportion,car_48_proportion,car_49_proportion,car_4_proportion,car_50_proportion,car_51_proportion,car_52_proportion,car_53_proportion,car_54_proportion,car_55_proportion,car_56_proportion,car_57_proportion,car_5_proportion,car_6_proportion,car_7_proportion,car_8_proportion,car_9_proportion
train,strasbourg,strasbourg_000000_025351_gtFine,2048,1024,,,,,,,,,,,0.003951,,,,,,,,,,,0.004743,,,,,,,,,,,0.000899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.404681,,0.004410,,,,,,,,0.006008,0.015944,0.006676,,,,,,,,0.022040,,,,,,,,,,,0.036832,,,,,,,,,,,0.016129,,,,,,,,,,,0.001180,,,,,,,,,0.003138,0.000662,0.001971,0.002765,0.001136
train,strasbourg,strasbourg_000000_025491_gtFine,2048,1024,,,,,,,,,,,0.000152,,,,,,,,,,,0.000317,,,,,,,,,,,0.000558,,,,,,,,,,,0.003357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.467522,,,,,,,,,,,,,,,,,,,,0.000230,,,,,,,,,,,0.000667,,,,,,,,,,,0.000967,,,,,,,,,,,0.001374,,,,,,,,,0.003616,0.008055,0.001042,0.008364,
train,strasbourg,strasbourg_000000_025772_gtFine,2048,1024,,,,,,,,,,,0.000124,,,,,,,,,,,0.000175,,,,,,,,,,,0.001381,,,,,,,,,,,0.000262,,,,,,,,,,,0.000240,,,,,,,,,,,0.000337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.174608,,0.000915,0.176845,,,,,,,0.008958,0.001370,,,,,,,,,0.000722,,,,,,,,,,,0.001617,,,,,,,,,,,0.000718,,,,,,,,,,,0.001347,,,,,,,,,0.001596,0.003531,0.034769,0.027264,0.081910
train,strasbourg,strasbourg_000000_025907_gtFine,2048,1024,,,,,,,,,,,0.001878,,,,,,,,,,,0.001555,,,,,,,,,,,0.001296,,,,,,,,,,,0.000126,,,,,,,,,,,0.000180,,,,,,,,,,,0.000223,,,,,,,,,,,0.000738,,,,,,,,,,,0.000074,,,,,,,0.000550,,,,,,,,,,,0.343018,,0.006721,0.000776,,,,,,,,,,,,,,,,,0.008022,,,,,,,,,,,0.008098,,,,,,,,,,,0.007784,,,,,,,,,,,0.011889,,,,,,,,,0.003228,0.008134,0.015848,,
train,strasbourg,strasbourg_000000_026316_gtFine,2048,1024,0.000061,,,,,,,,,,0.000288,,,,,,,,,,,0.000137,,,,,,,,,,,0.000032,,,,,,,,,,,0.000033,,,,,,,,,,,0.000078,,,,,,,,,,,0.001310,,,,,,,,,,,0.001086,,,,,,,,,,,0.000066,,,,,,,0.000097,,,,,,,,,,,0.358564,,0.000300,0.003152,0.000588,,,,,,0.025640,0.022808,,,,,,,,,0.000427,,,,,,,,,,,0.000430,,,,,,,,,,,0.000403,,,,,,,,,,,0.000515,,,,,,,,,0.000606,0.000334,0.000163,0.001400,0.004456
train,strasbourg,strasbourg_000000_026575_gtFine,2048,1024,0.002432,0.002352,0.002052,0.002099,0.005806,0.005187,0.006410,,,,0.000136,,,,,,,,,,,0.000172,,,,,,,,,,,0.000177,,,,,,,,,,,0.000346,,,,,,,,,,,0.000231,,,,,,,,,,,0.000236,,,,,,,,,,,0.002146,,,,,,,,,,,0.002213,,,,,,,0.002942,,,,,,,,,,,0.490350,,,,,,,,,,,,,,,,,,,,0.000555,,,,,,,,,,,0.016535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train,strasbourg,strasbourg_000000_026611_gtFine,2048,1024,0.003961,0.001717,0.003183,0.003403,0.002912,0.002855,0.008399,,,,0.000125,,,,,,,,,,,0.000260,,,,,,,,,,,0.000235,,,,,,,,,,,0.000256,,,,,,,,,,,0.000277,,,,,,,,,,,0.000303,,,,,,,,,,,0.002991,,,,,,,,,,,0.002859,,,,,,,0.002221,,,,,,,,,,,0.461782,,,,,,,,,,,,,,,,,,,,0.000629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train,strasbourg,strasbourg_000000_026741_gtFine,2048,1024,,,,,,,,,,,0.000434,,,,,,,,,,,0.000385,,,,,,,,,,,0.000841,,,,,,,,,,,0.001064,,,,,,,,,,,0.001678,,,,,,,,,,,0.002396,,,,,,,,,,,0.002825,,,,,,,,,,,0.006210,,,,,,,0.000396,,,,,,,,,,,0.345212,,,,,,,,,,,,,,,,,,,,0.000538,,,,,,,,,,,0.000601,,,,,,,,,,,0.001032,,,,,,,,,,,0.009953,,,,,,,,,0.017806,0.001993,0.072926,,
train,strasbourg,strasbourg_000000_026882_gtFine,2048,1024,0.007190,,,,,,,,,,0.000396,,,,,,,,,,,0.000898,,,,,,,,,,,0.000317,,,,,,,,,,,0.000451,,,,,,,,,,,0.000882,,,,,,,,,,,0.000964,,,,,,,,,,,0.002027,,,,,,,,,,,0.002565,,,,,,,0.006777,,,,,,,,,,,0.481884,,,,,,,,,,,,,,,,,,,,0.001033,,,,,,,,,,,0.001160,,,,,,,,,,,0.002425,,,,,,,,,,,0.005658,,,,,,,,,0.001475,,,,
train,strasbourg,strasbourg_000000_026998_gtFine,2048,1024,,,,,,,,,,,0.001244,,,,,,,,,,,0.001293,,,,,,,,,,,0.002558,,,,,,,,,,,0.002695,,,,,,,,,,,0.007601,,,,,,,,,,,0.008596,,,,,,,,,,,0.015532,,,,,,,,,,,0.011600,,,,,,,,,,,,,,,,,,0.025512,,0.157506,0.000820,,,,,,,,,,,,,,,,,0.000604,,,,,,,,,,,0.004695,,,,,,,,,,,0.004123,,,,,,,,,,,0.011448,,,,,,,,,0.030772,0.104959,0.040152,,
train,strasbourg,strasbourg_000000_027156_gtFine,2048,1024,,,,,,,,,,,0.005338,,,,,,,,,,,0.003825,,,,,,,,,,,0.000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.350330,,,,,,,,,,0.002300,0.002068,0.001509,0.001516,0.003186,0.005306,0.004119,0.014354,0.002647,0.000729,0.000279,0.000570,0.004756,0.011462,0.028487,0.108393,,,,,,0.000390,,,,,,,,,,,0.000697,,,,,,,,,,,0.000551,,,,,,,,,0.000733,0.000835,0.000649,0.003175,0.001682
train,strasbourg,strasbourg_000000_027233_gtFine,2048,1024,,,,,,,,,,,0.001569,,,,,,,,,,,0.006747,,,,,,,,,,,0.008054,,,,,,,,,,,0.000519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.432381,,0.426234,,,,,,,,0.018661,0.013501,0.002643,0.033569,0.045669,0.058716,,,,,0.007385,,,,,,,,,,,0.054034,,,,,,,,,,,0.063371,,,,,,,,,,,0.001414,,,,,,,,,0.001935,0.001340,0.002183,0.002887,0.000745
train,strasbourg,strasbourg_000000_027771_gtFine,2048,1024,0.000353,0.000880,0.001116,0.001521,0.001440,0.000791,,,,,0.000366,,,,,,,,,,,0.000349,,,,,,,,,,,0.000606,,,,,,,,,,,0.001498,,,,,,,,,,,0.001303,,,,,,,,,,,0.000555,,,,,,,,,,,0.000549,,,,,,,,,,,0.000576,,,,,,,0.000422,,,,,,,,,,,0.565050,,0.001998,0.001398,0.001128,0.003711,0.001454,,,,0.001252,0.001289,0.004758,0.001329,,,,,,,0.000601,,,,,,,,,,,0.001495,,,,,,,,,,,0.000599,,,,,,,,,,,0.002363,,,,,,,,,0.000182,0.000615,0.000429,0.000865,0.001643
train,strasbourg,strasbourg_000000_028240_gtFine,2048,1024,,,,,,,,,,,0.000537,,,,,,,,,,,0.001391,,,,,,,,,,,0.001564,,,,,,,,,,,0.001335,,,,,,,,,,,0.001454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.941417,,0.000545,,,,,,,,,,,,,,,,,,0.003373,,,,,,,,,,,0.014725,,,,,,,,,,,0.031531,,,,,,,,,,,0.027467,,,,,,,,,0.004024,0.021186,,,
train,strasbourg,strasbourg_000000_028556_gtFine,2048,1024,0.000320,0.000374,0.000391,0.000427,0.000678,0.000528,0.000672,0.000883,0.000184,0.000194,0.000108,0.001220,0.000584,0.000254,0.000051,0.000535,0.000279,0.000150,0.000129,,,0.000267,,,,,,,,,,,0.000204,,,,,,,,,,,0.000306,,,,,,,,,,,0.000312,,,,,,,,,,,0.000157,,,,,,,,,,,0.000400,,,,,,,,,,,0.000407,,,,,,,0.000286,,,,,,,,,,,0.979398,,,,,,,,,,,,,,,,,,,,0.001012,,,,,,,,,,,0.003215,,,,,,,,,,,0.011858,,,,,,,,,,,0.043725,,,,,,,,,,,,,
train,strasbourg,strasbourg_000000_028628_gtFine,2048,1024,0.000721,0.000512,0.001532,0.002446,0.002483,0.000255,0.000104,0.001633,0.000851,0.002264,0.000066,0.001484,0.001553,0.001814,0.001317,0.001027,0.001828,0.001177,,,,0.000522,,,,,,,,,,,0.000435,,,,,,,,,,,0.001052,,,,,,,,,,,0.000865,,,,,,,,,,,0.001219,,,,,,,,,,,0.001125,,,,,,,,,,,0.001128,,,,,,,0.000936,,,,,,,,,,,0.991366,,,,,,,,,,,,,,,,,,,,0.002957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train,strasbourg,strasbourg_000000_028822_gtFine,2048,1024,0.001293,0.000449,0.001286,0.003896,0.005170,0.008917,0.010982,0.000156,0.000111,0.000463,0.000291,0.000178,0.000296,0.000827,0.000559,0.000325,0.000730,0.002739,0.001211,,,0.000367,,,,,,,,,,,0.000635,,,,,,,,,,,0.000270,,,,,,,,,,,0.000310,,,,,,,,,,,0.000490,,,,,,,,,,,0.000586,,,,,,,,,,,0.000349,,,,,,,0.003895,,,,,,,,,,,0.980118,,,,,,,,,,0.004307,0.000255,0.015423,0.007833,0.000060,,,,,,0.000581,,,,,,,,,,,0.001276,,,,,,,,,,,0.001067,,,,,,,,,,,0.001035,,,,,,,,,0.000971,0.002443,0.002465,0.002484,0.005211
train,strasbourg,strasbourg_000000_028912_gtFine,2048,1024,0.001758,0.001555,0.001862,0.004003,0.003371,0.003495,,,,,0.000186,,,,,,,,,,,0.000513,,,,,,,,,,,0.000307,,,,,,,,,,,0.000364,,,,,,,,,,,0.000580,,,,,,,,,,,0.000630,,,,,,,,,,,0.001158,,,,,,,,,,,0.002150,,,,,,,0.001106,,,,,,,,,,,0.975059,,,,,,,,,,0.006775,,,,,,,,,,0.001232,,,,,,,,,,,0.001719,,,,,,,,,,,0.001547,,,,,,,,,,,0.004789,,,,,,,,,0.006441,0.009516,0.021550,0.093693,0.007301
train,strasbourg,strasbourg_000000_029020_gtFine,2048,1024,0.000144,0.000273,0.000313,0.000386,0.000512,0.003383,0.000862,0.001212,0.002234,0.002206,0.001514,0.001260,0.002133,0.000768,,,,,,,,0.000335,,,,,,,,,,,0.000612,,,,,,,,,,,0.000136,,,,,,,,,,,0.000420,,,,,,,,,,,0.000220,,,,,,,,,,,0.000385,,,,,,,,,,,0.000612,,,,,,,0.000157,,,,,,,,,,,0.970123,,,,,,,,,,,,,,,,,,,,0.001924,,,,,,,,,,,0.010970,,,,,,,,,,,0.024350,,,,,,,,,,,0.057565,,,,,,,,,0.040328,,,,
train,strasbourg,strasbourg_000000_029051_gtFine,2048,1024,0.000443,0.000332,0.000553,0.000857,0.000689,0.006776,0.001462,0.003362,0.003870,0.003775,0.003039,0.003584,0.002350,,,,,,,,,0.000524,,,,,,,,,,,0.000386,,,,,,,,,,,0.000280,,,,,,,,,,,0.000127,,,,,,,,,,,0.001651,,,,,,,,,,,0.001079,,,,,,,,,,,0.000149,,,,,,,0.000384,,,,,,,,,,,0.970015,,,,,,,,,,,,,,,,,,,,0.009344,,,,,,,,,,,0.088495,,,,,,,,,,,0.036348,,,,,,,,,,,,,,,,,,,,,,,,
train,strasbourg,strasbourg_000000_029179_gtFine,2048,1024,0.000358,0.000604,0.000221,0.000192,0.000330,0.000271,0.000143,0.001982,0.000214,0.000378,0.000303,0.000956,0.001927,0.003868,0.002064,0.002180,0.003551,0.001487,0.002422,0.002915,0.003611,0.000315,0.000726,0.000580,0.000083,,,,,,,,0.000068,,,,,,,,,,,0.000250,,,,,,,,,,,0.000041,,,,,,,,,,,0.000325,,,,,,,,,,,0.000257,,,,,,,,,,,0.000291,,,,,,,0.001424,,,,,,,,,,,0.945076,,0.000718,0.002916,,,,,,,,,,,,,,,,,0.000241,,,,,,,,,,,0.000863,,,,,,,,,,,0.004668,,,,,,,,,,,,,,,,,,,,,,,,
train,strasbourg,strasbourg_000000_029281_gtFine,2048,1024,0.000744,0.005267,0.005238,0.001453,0.001134,0.001011,0.000311,0.001242,0.000184,0.000210,0.000468,0.000479,0.000193,0.001120,0.002056,0.001657,0.000943,0.001794,0.001242,0.000725,0.001454,0.000525,0.000384,0.000948,0.000534,0.000497,0.000757,0.000832,,,,,0.000177,,,,,,,,,,,0.000516,,,,,,,,,,,0.000479,,,,,,,,,,,0.000599,,,,,,,,,,,0.000419,,,,,,,,,,,0.000430,,,,,,,0.000639,,,,,,,,,,,0.963948,,0.003513,,,,,,,,,,,,,,,,,,0.001342,,,,,,,,,,,0.008733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train,strasbourg,strasbourg_000000_029339_gtFine,2048,1024,0.000157,0.000342,0.000607,0.000238,0.004457,0.001765,0.003756,0.005324,0.007295,0.007228,0.000246,0.000247,0.000318,0.000983,0.000719,0.000684,0.001058,0.003916,0.001772,0.004731,0.004048,0.002272,0.003661,0.003622,0.003657,0.002208,0.003660,0.004483,0.002636,0.005359,0.010286,0.005084,0.003520,0.008301,0.005239,,,,,,,,,0.002989,,,,,,,,,,,0.002845,,,,,,,,,,,0.002570,,,,,,,,,,,0.002067,,,,,,,,,,,0.002280,,,,,,,0.002631,,,,,,,,,,,0.395514,,,,,,,,,,,,,,,,,,,,0.007044,,,,,,,,,,,0.012686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train,strasbourg,strasbourg_000000_029400_gtFine,2048,1024,0.005814,0.003495,0.005459,0.008607,0.010428,0.006034,0.006059,0.007867,0.005923,0.004147,0.000215,0.006913,0.015530,0.016413,0.011126,0.007278,0.012018,0.005311,0.010364,0.015513,,0.000238,,,,,,,,,,,0.000343,,,,,,,,,,,0.000916,,,,,,,,,,,0.000569,,,,,,,,,,,0.000821,,,,,,,,,,,0.008232,,,,,,,,,,,0.006540,,,,,,,0.007966,,,,,,,,,,,0.474749,,,,,,,,,,,,,,,,,,,,0.000870,,,,,,,,,,,0.012001,,,,,,,,,,,0.009727,,,,,,,,,,,,,,,,,,,,,,,,
train,strasbourg,strasbourg_000000_029481_gtFine,2048,1024,0.000860,0.000952,0.000040,0.000295,0.000203,0.001588,0.002719,0.002572,0.001000,0.004816,0.000111,0.006785,0.008080,0.011515,0.015671,0.019775,0.025302,0.000749,0.000835,0.001041,0.001118,0.000302,0.013638,0.014698,0.017322,0.035918,0.013772,0.019166,0.029618,,,,0.000389,,,,,,,,,,,0.000176,,,,,,,,,,,0.000371,,,,,,,,,,,0.000143,,,,,,,,,,,0.000136,,,,,,,,,,,0.000891,,,,,,,0.003026,,,,,,,,,,,0.431605,,,,,,,,,,,,,,,,,,,,0.003048,,,,,,,,,,,0.018825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train,strasbourg,strasbourg_000000_029577_gtFine,2048,1024,0.000420,0.003011,0.001545,0.012376,0.000549,0.018396,0.008398,0.014481,0.012570,0.023660,0.000113,,,,,,,,,,,0.000385,,,,,,,,,,,0.000115,,,,,,,,,,,0.000317,,,,,,,,,,,0.000432,,,,,,,,,,,0.000145,,,,,,,,,,,0.000187,,,,,,,,,,,0.000175,,,,,,,0.000172,,,,,,,,,,,0.424551,,,,,,,,,,,,,,,,,,,,0.003165,,,,,,,,,,,0.002895,,,,,,,,,,,0.042923,,,,,,,,,,,,,,,,,,,,,,,,
train,strasbourg,strasbourg_000000_029729_gtFine,2048,1024,0.001746,0.001370,0.001568,0.001476,0.001052,0.002511,0.001140,0.001743,0.001983,0.001975,0.000132,0.004150,0.002820,0.004905,0.004579,0.001099,,,,,,0.000116,,,,,,,,,,,0.000113,,,,,,,,,,,0.000233,,,,,,,,,,,0.000071,,,,,,,,,,,0.000295,,,,,,,,,,,0.000811,,,,,,,,,,,0.001707,,,,,,,0.000279,,,,,,,,,,,0.420959,,,,,,,,,,,,,,,,,,,,0.001392,,,,,,,,,,,0.040470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train,strasbourg,strasbourg_000000_029839_gtFine,2048,1024,0.000159,0.008336,0.009307,0.012836,0.014497,,,,,,0.000719,,,,,,,,,,,0.006143,,,,,,,,,,,0.000555,,,,,,,,,,,0.000936,,,,,,,,,,,0.000259,,,,,,,,,,,0.000307,,,,,,,,,,,0.001265,,,,,,,,,,,0.000355,,,,,,,0.000168,,,,,,,,,,,0.439018,,,,,,,,,,,,,,,,,,,,0.002724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train,strasbourg,strasbourg_000000_029915_gtFine,2048,1024,0.007742,0.003045,0.001001,0.002094,0.002521,0.001189,0.024049,,,,0.000369,,,,,,,,,,,0.001214,,,,,,,,,,,0.001282,,,,,,,,,,,0.003510,,,,,,,,,,,0.003407,,,,,,,,,,,0.006878,,,,,,,,,,,0.001162,,,,,,,,,,,0.004783,,,,,,,0.002647,,,,,,,,,,,0.495236,,,,,,,,,,,,,,,,,,,,0.005683,,,,,,,,,,,0.017430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train,strasbourg,strasbourg_000000_030017_gtFine,2048,1024,0.000959,0.001827,0.002082,,,,,,,,0.006429,,,,,,,,,,,0.004624,,,,,,,,,,,0.000639,,,,,,,,,,,0.000387,,,,,,,,,,,0.000870,,,,,,,,,,,0.001017,,,,,,,,,,,0.002320,,,,,,,,,,,0.000189,,,,,,,0.001319,,,,,,,,,,,0.474861,,,,,,,,,,,,,,,,,,,,0.012737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train,strasbourg,strasbourg_000000_030122_gtFine,2048,1024,0.031846,0.032022,0.005118,0.009389,,,,,,,0.000152,,,,,,,,,,,0.000170,,,,,,,,,,,0.000260,,,,,,,,,,,0.000346,,,,,,,,,,,0.000443,,,,,,,,,,,0.001096,,,,,,,,,,,0.001395,,,,,,,,,,,0.002759,,,,,,,0.002427,,,,,,,,,,,0.538746,,,,,,,,,,,,,,,,,,,,0.002759,,,,,,,,,,,0.007328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train,strasbourg,strasbourg_000000_030324_gtFine,2048,1024,0.000378,0.000454,0.000414,0.000381,0.000683,0.000500,0.000612,0.001341,0.001839,0.002843,0.003395,0.002347,0.002241,0.003542,,,,,,,,0.002766,,,,,,,,,,,0.000216,,,,,,,,,,,0.000587,,,,,,,,,,,0.000831,,,,,,,,,,,0.000921,,,,,,,,,,,0.000728,,,,,,,,,,,0.000769,,,,,,,0.001037,,,,,,,,,,,0.512412,,,,,,,,,,,,,,,,,,,,0.002658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train,strasbourg,strasbourg_000000_030435_gtFine,2048,1024,0.001414,0.001179,0.005694,0.004848,0.007157,0.008065,0.002115,0.002314,0.000664,0.001689,0.000554,0.001609,0.002776,0.000372,0.009415,0.007331,0.009504,,,,,0.000186,,,,,,,,,,,0.000706,,,,,,,,,,,0.000876,,,,,,,,,,,0.000712,,,,,,,,,,,0.000952,,,,,,,,,,,0.000795,,,,,,,,,,,0.000701,,,,,,,0.000852,,,,,,,,,,,0.490684,,,,,,,,,,,,,,,,,,,,0.003500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train,strasbourg,strasbourg_000000_030706_gtFine,2048,1024,0.000771,0.003329,0.003999,0.021495,0.013465,0.003649,0.003544,,,,0.000153,,,,,,,,,,,0.000229,,,,,,,,,,,0.000136,,,,,,,,,,,0.000668,,,,,,,,,,,0.000748,,,,,,,,,,,0.000171,,,,,,,,,,,0.001266,,,,,,,,,,,0.000453,,,,,,,0.000686,,,,,,,,,,,0.457535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train,strasbourg,strasbourg_000000_030941_gtFine,2048,1024,0.002773,0.001477,0.001243,0.003584,0.002888,0.003191,0.008867,0.008388,,,0.000221,,,,,,,,,,,0.000101,,,,,,,,,,,0.000222,,,,,,,,,,,0.000590,,,,,,,,,,,0.000353,,,,,,,,,,,0.000786,,,,,,,,,,,0.000535,,,,,,,,,,,0.000451,,,,,,,0.000610,,,,,,,,,,,0.433363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train,strasbourg,strasbourg_000000_031067_gtFine,2048,1024,,,,,,,,,,,0.000380,,,,,,,,,,,0.001205,,,,,,,,,,,0.000140,,,,,,,,,,,0.000137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143867,,0.235016,,,,,,,,0.129300,,,,,,,,,,0.000601,,,,,,,,,,,0.002746,,,,,,,,,,,0.000747,,,,,,,,,,,0.001003,,,,,,,,,0.000970,0.002032,0.004243,0.008667,0.034695
train,strasbourg,strasbourg_000000_031223_gtFine,2048,1024,,,,,,,,,,,0.000182,,,,,,,,,,,0.000175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.161623,,0.200894,,,,,,,,,,,,,,,,,,0.000310,,,,,,,,,,,0.002178,,,,,,,,,,,0.006810,,,,,,,,,,,0.006247,,,,,,,,,0.022600,0.092101,0.044857,0.023123,
train,strasbourg,strasbourg_000000_031323_gtFine,2048,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018346,,0.137743,0.189873,,,,,,,,,,,,,,,,,0.016555,,,,,,,,,,,0.032052,,,,,,,,,,,0.117504,,,,,,,,,,,0.061197,,,,,,,,,,,,,
train,strasbourg,strasbourg_000000_031602_gtFine,2048,1024,,,,,,,,,,,0.000074,,,,,,,,,,,0.000122,,,,,,,,,,,0.000271,,,,,,,,,,,0.000301,,,,,,,,,,,0.000236,,,,,,,,,,,0.000358,,,,,,,,,,,0.000058,,,,,,,,,,,0.000118,,,,,,,0.000130,,,,,,,,,,,0.153154,,0.210923,,,,,,,,0.005291,0.013922,0.089808,,,,,,,,0.000657,,,,,,,,,,,0.000271,,,,,,,,,,,0.000739,,,,,,,,,,,0.000459,,,,,,,,,0.000392,0.000415,0.000474,0.001585,0.008229
train,strasbourg,strasbourg_000000_032186_gtFine,2048,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.330649,,0.014813,,,,,,,,0.001238,0.001848,0.001686,0.001624,0.002179,0.000811,0.001641,0.003434,0.002388,0.006445,0.000266,0.024908,0.037079,0.114903,,,,,,,,0.000232,,,,,,,,,,,0.000343,,,,,,,,,,,0.000673,,,,,,,,,0.000232,0.000392,0.000811,0.001086,0.001232
train,strasbourg,strasbourg_000000_032346_gtFine,2048,1024,0.000070,0.000185,0.000169,0.000093,0.000162,0.000078,0.000106,0.000087,0.000121,0.000201,0.000079,0.000091,0.000089,0.000092,0.000067,0.000238,0.000113,,,,,0.000101,,,,,,,,,,,0.000172,,,,,,,,,,,0.002408,,,,,,,,,,,0.003329,,,,,,,,,,,0.004010,,,,,,,,,,,0.000106,,,,,,,,,,,0.000163,,,,,,,0.000157,,,,,,,,,,,0.003714,,0.223432,0.095197,,,,,,,0.000551,0.000999,0.003336,,,,,,,,0.000507,,,,,,,,,,,0.000048,,,,,,,,,,,0.000130,,,,,,,,,,,0.000053,,,,,,,,,0.000107,0.000143,0.003315,0.018836,0.091674
train,strasbourg,strasbourg_000000_032962_gtFine,2048,1024,,,,,,,,,,,0.000495,,,,,,,,,,,0.011925,,,,,,,,,,,0.011699,,,,,,,,,,,0.013047,,,,,,,,,,,0.000534,,,,,,,,,,,0.000622,,,,,,,,,,,0.000538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.078667,,0.109785,0.098626,,,,,,,,,,,,,,,,,0.003143,,,,,,,,,,,0.002777,,,,,,,,,,,0.004973,,,,,,,,,,,0.006531,,,,,,,,,0.015290,0.147745,0.055686,,
